"sample_id","post_relatedness_lower","post_relatedness_med","post_relatedness_upper","post_relatedness_mean"
"IM-23-120-SMCL",0.280084477365017,0.387418106198311,0.498362861573696,0.388470665059984
"IM-23-120-SSJF",0.0202625648584217,0.0700209029018879,0.152384638041258,0.0738958698455244
"IM-23-120-SXFT",0.232681979611516,0.321107149124146,0.423814636468887,0.322619828887284
"IM-23-120-SXWF",0.305428544431925,0.398426741361618,0.598190465569496,0.416576843783259
"IM-23-120-TGWZ",0.0188323275651783,0.0648403689265251,0.137376825138926,0.0683593004973372
"IM-23-120-TLQG",0.149664767831564,0.23615363240242,0.462054169923067,0.246746320020407
"IM-23-120-TTOM",0.874144887924194,0.936252176761627,0.980584877729416,0.934294921271216
"IM-23-120-TWPU",0.0292238067369908,0.0884439386427402,0.17750914208591,0.0917783688004129
"IM-23-120-TYPZ",0.0646465642377734,0.142625629901886,0.303987444192171,0.158901551787741
"IM-23-120-TZQQ",0.112772545218468,0.200609125196934,0.422317516803741,0.20864166191034
"IM-23-120-UCWC",0.278388970345259,0.463983416557312,0.62053229957819,0.458919254213572
"IM-23-120-VAMF",NA,NA,NA,NA
"IM-23-120-VOCY",NA,NA,NA,NA
"IM-23-120-VQJX",NA,NA,NA,NA
"IM-23-120-VUJV",NA,NA,NA,NA
"IM-23-120-WMBN",NA,NA,NA,NA
"IM-23-120-WMFA",0.220294079557061,0.399156421422958,0.528178130090237,0.39714451245591
"IM-23-120-WMXD",0.173360501602292,0.260194465517998,0.378750063478947,0.26159737983346
"IM-23-120-WPIR",0.176944862678647,0.257258757948875,0.338958314806223,0.257915720932186
"IM-23-120-WWPY",0.024870275799185,0.0879464894533157,0.173632992431521,0.0915670482455753
"IM-23-120-XCOL",0.102400218695402,0.275260254740715,0.444044906646013,0.280019585195929
"IM-23-120-XDKB",NA,NA,NA,NA
"IM-23-120-XFHB",0.173203566297889,0.283342584967613,0.452079774439335,0.293684133030474
"IM-23-120-XVIW",0.106172918714583,0.216846436262131,0.349704626202583,0.219178199990652
"IM-23-120-XXHK",0.381964073330164,0.496256113052368,0.625956904888152,0.498199031203985
"IM-23-120-YIQX",0.0113336507230997,0.0467001013457775,0.10943897459656,0.0505233460501768
"IM-23-120-YMIM",0.172763108834624,0.260176450014114,0.439355356246233,0.267019964948297
"IM-23-120-YOYF",0.4273352175951,0.537792026996613,0.700756134092807,0.538410084486008
"IM-23-120-YRUA",0.0236956986133009,0.0825174748897552,0.292951013147831,0.095181153207086
"IM-23-120-YTOW",0.536861170828343,0.616189688444138,0.755521066486835,0.620636583141983
"IM-23-120-YWGW",0.165848877280951,0.260248064994812,0.433325495570898,0.272218058200553
"IM-23-120-ZCIQ",0.758232419192791,0.848378270864487,0.944209589064121,0.850749896764755
"IM-23-120-ZIXH",NA,NA,NA,NA
"IM-23-120-ZNTD",NA,NA,NA,NA
"IM-23-120-ZPBC",0.949956774711609,0.963186502456665,0.976416230201721,0.963186502456665
"IM-23-120-ZQLV",0.127118585631251,0.225682616233826,0.339120484888553,0.227684540979564
"IM-23-120-ZVXR",0.516227515041828,0.66289609670639,0.782166890799999,0.662457694798708
"IM-24-120-CDOQ",0.611484350264072,0.70109349489212,0.843273817002773,0.71258842009306
"IM-24-120-CJNO",0.932627749443054,0.96496045589447,0.986264777183533,0.961722249334509
"IM-24-120-COPY",0.631312391161919,0.738504379987717,0.89482020586729,0.74442574429512
"IM-24-120-CPDS",0.122337568551302,0.238796085119247,0.410800405591726,0.248165181808174
"IM-24-120-CQCX",0.137380457669497,0.237547546625137,0.348552634567022,0.2396211694628
"IM-24-120-CQHB",0.671061161160469,0.798914730548859,0.899115195870399,0.799497843617039
"IM-24-120-CVWS",NA,NA,NA,NA
"IM-24-120-DCFM",0.0218434579204768,0.070646345615387,0.148779570683837,0.0749684874687809
"IM-24-120-DHDI",NA,NA,NA,NA
"IM-24-120-DUPC",0.686644512414932,0.786504775285721,0.915101999044418,0.790957801789045
